gene_name,gene_id,num_codewords,num_probesets,protein_name,location,cell_type,cellchat_pathway
Casq2,ENSMUSG00000027861,2,2,"Calsequestrin-2 (Calsequestrin, cardiac muscle isoform)",Sarcoplasmic reticulum lumen,muscle cell;cardiac muscle cell,
Casr,ENSMUSG00000051980,2,2,Extracellular calcium-sensing receptor (CaSR) (Parathyroid cell calcium-sensing receptor) (PCaR1),Cell membrane,,
Casz1,ENSMUSG00000028977,2,2,Zinc finger protein castor homolog 1 (Castor-related protein),Nucleus,,
Cat,ENSMUSG00000027187,2,2,Catalase,Peroxisome,kidney proximal convoluted tubule epithelial cell;kidney proximal straight tubule epithelial cell;type II pneumocyte;hepatocyte;brush cell;lung secretory cell,
Cav1,ENSMUSG00000007655,2,2,Caveolin-1,Golgi apparatus membrane,blood vessel endothelial cell;vein endothelial cell;endothelial cell of coronary artery;endothelial cell of artery;capillary endothelial cell;prostate gland microvascular endothelial cell;mesothelial cell of pleura;mesothelial cell of visceral pleura;type I pneumocyte;endothelial cell of vascular tree;cardiac endothelial cell;endocardial cell;smooth muscle cell of the pulmonary artery;tracheobronchial smooth muscle cell;bronchial smooth muscle cell,
Cav2,ENSMUSG00000000058,2,2,Caveolin-2,Nucleus;Cytoplasm;Golgi apparatus membrane,blood vessel endothelial cell;vein endothelial cell;endothelial cell of coronary artery;endothelial cell of artery;capillary endothelial cell;cardiac endothelial cell;endocardial cell;smooth muscle cell;smooth muscle cell of the pulmonary artery;tracheobronchial smooth muscle cell;bronchial smooth muscle cell,
Cav3,ENSMUSG00000062694,2,2,Caveolin-3 (M-caveolin),Golgi apparatus membrane,,
Cavin1,ENSMUSG00000004044,2,2,Caveolae-associated protein 1 (Cav-p60) (Cavin-1) (Polymerase I and transcript release factor),Membrane,ciliated cell of the bronchus;blood vessel endothelial cell;vein endothelial cell;capillary endothelial cell;prostate gland microvascular endothelial cell;mesothelial cell of pleura;mesothelial cell of visceral pleura;type I pneumocyte;bronchial epithelial cell;endothelial cell of vascular tree;smooth muscle cell of prostate,
Cbfb,ENSMUSG00000031885,2,2,Core-binding factor subunit beta (CBF-beta) (Polyomavirus enhancer-binding protein 2 beta subunit) (PEA2-beta) (PEBP2-beta) (SL3-3 enhancer factor 1 subunit beta) (SL3/AKV core-binding factor beta subunit),Nucleus,,
Cbl,ENSMUSG00000034342,2,2,E3 ubiquitin-protein ligase CBL,Cytoplasm;Cell membrane,,
Cblb,ENSMUSG00000022637,2,2,E3 ubiquitin-protein ligase CBL-B,Cytoplasm,,
Cblc,ENSMUSG00000040525,2,2,E3 ubiquitin-protein ligase CBL-C,,,
Cblif,ENSMUSG00000024682,2,2,Cobalamin binding intrinsic factor (Gastric intrinsic factor) (Intrinsic factor) (IF) (INF),Secreted,,
Cbln1,ENSMUSG00000031654,3,3,Cerebellin-1 (Brain protein D3) (Precerebellin),Secreted,hypendymal cell,Glutamate
Cbln2,ENSMUSG00000024647,2,2,Cerebellin-2,Secreted,vip GABAergic cortical interneuron,
Cbln3,ENSMUSG00000040380,2,2,Cerebellin-3,Endoplasmic reticulum;Golgi apparatus,,
Cbln4,ENSMUSG00000067578,2,2,Cerebellin-4 (Cerebellin-like glycoprotein 1),Secreted,L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,
Cbs,ENSMUSG00000024039,2,2,Cystathionine beta-synthase,Cytoplasm,pancreatic acinar cell;acinar cell,
Cbx1,ENSMUSG00000018666,2,2,Chromobox protein homolog 1 (Heterochromatin protein 1 homolog beta) (HP1 beta) (Heterochromatin protein p25) (M31) (Modifier 1 protein),Nucleus,mesothelial cell;skeletal muscle fiber;mesenchymal cell,
Cbx2,ENSMUSG00000025577,2,2,Chromobox protein homolog 2 (M33) (Modifier 3 protein),Nucleus speckle,,
Cbx3,ENSMUSG00000029836,2,2,Chromobox protein homolog 3 (Heterochromatin protein 1 homolog gamma) (HP1 gamma) (M32) (Modifier 2 protein),Nucleus,neural progenitor cell,
Cbx5,ENSMUSG00000009575,2,2,Chromobox protein homolog 5 (Heterochromatin protein 1 homolog alpha) (HP1 alpha),Nucleus,hypendymal cell;neural progenitor cell,
Cbx7,ENSMUSG00000053411,2,2,Chromobox protein homolog 7,Nucleus,,
Ccar2,ENSMUSG00000033712,2,2,Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2),Nucleus,,
Ccdc130,ENSMUSG00000004994,2,2,,,,
Ccdc184,ENSMUSG00000029875,2,2,Coiled-coil domain-containing protein 184,,columnar/cuboidal epithelial cell;kidney connecting tubule epithelial cell,
Cckbr,ENSMUSG00000030898,2,2,Gastrin/cholecystokinin type B receptor (CCK-B receptor) (CCK-BR) (Cholecystokinin-2 receptor) (CCK2-R),Cell membrane,,CCK
Ccl1,ENSMUSG00000020702,2,2,C-C motif chemokine 1 (P500) (SIS-epsilon) (Small-inducible cytokine A1) (T-cell activation protein 3) (TCA-3) (TCA3),,,
Ccl11,ENSMUSG00000020676,2,2,Eotaxin (C-C motif chemokine 11) (Eosinophil chemotactic protein) (Small-inducible cytokine A11),Secreted,stem cell;mesenchymal stem cell;mesenchymal stem cell of adipose tissue;smooth muscle cell;smooth muscle cell of trachea;smooth muscle cell of prostate;connective tissue cell;fibroblast;pancreatic stellate cell;fibroblast of connective tissue of prostate;adventitial cell,
Ccl12,ENSMUSG00000035352,2,2,C-C motif chemokine 12 (MCP-1-related chemokine) (Monocyte chemoattractant protein 5) (Monocyte chemotactic protein 5) (MCP-5) (Small-inducible cytokine A12),Secreted,endothelial cell of lymphatic vessel,
Ccl17,ENSMUSG00000031780,3,3,C-C motif chemokine 17 (ABCD-2) (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine),Secreted,"CD141-positive myeloid dendritic cell;Langerhans cell;myeloid dendritic cell;erythroid progenitor cell;erythroid progenitor cell, mammalian",
Ccl19,ENSMUSG00000071005,2,2,C-C motif chemokine 19 (Epstein-Barr virus-induced molecule 1 ligand chemokine) (EBI1 ligand chemokine) (ELC) (Small-inducible cytokine A19),Secreted,smooth muscle cell;smooth muscle cell of trachea;cell of skeletal muscle;skeletal muscle satellite cell;muscle precursor cell;connective tissue cell;fibroblast;pancreatic stellate cell;fibroblast of cardiac tissue,
Ccl2,ENSMUSG00000035385,2,2,C-C motif chemokine 2 (Monocyte chemoattractant protein 1) (Monocyte chemotactic protein 1) (MCP-1) (Platelet-derived growth factor-inducible protein JE) (Small-inducible cytokine A2),Secreted,stem cell;mesenchymal stem cell;smooth muscle cell of trachea;skeletal muscle satellite cell;muscle precursor cell;mast cell;Schwann cell;fibroblast;pancreatic stellate cell,
Ccl20,ENSMUSG00000026166,2,2,C-C motif chemokine 20 (Beta-chemokine exodus-1) (CC chemokine LARC) (CC chemokine ST38) (Liver and activation-regulated chemokine) (Macrophage inflammatory protein 3 alpha) (MIP-3-alpha) (Small-inducible cytokine A20),Secreted,endothelial cell of lymphatic vessel,
Ccl21a,ENSMUSG00000094686,2,2,C-C motif chemokine 21a (6Ckine) (Beta-chemokine exodus-2) (Small-inducible cytokine A21a) (Thymus-derived chemotactic agent 4) (TCA4),Secreted,endothelial cell of lymphatic vessel;pancreatic stellate cell,
Ccl21b,ENSMUSG00000095675,2,2,C-C motif chemokine 21b (6Ckine) (Beta-chemokine exodus-2) (Small-inducible cytokine A21b) (Thymus-derived chemotactic agent 4) (TCA4),Secreted,,
Ccl24,ENSMUSG00000004814,3,3,C-C motif chemokine 24 (Eosinophil chemotactic protein 2) (Eotaxin-2) (Small-inducible cytokine A24),Secreted,Kupffer cell;CD141-positive myeloid dendritic cell,
Ccl25,ENSMUSG00000023235,2,2,C-C motif chemokine 25 (Chemokine TECK) (Small-inducible cytokine A25) (Thymus-expressed chemokine),Secreted,,
Ccl3,ENSMUSG00000000982,2,2,C-C motif chemokine 3 (Heparin-binding chemotaxis protein) (L2G25B) (Macrophage inflammatory protein 1-alpha) (MIP-1-alpha) (SIS-alpha) (Small-inducible cytokine A3) (TY-5),Secreted,basophil;eosinophil;mature B cell;naive B cell;natural killer cell,
Ccl7,ENSMUSG00000035373,2,2,C-C motif chemokine 7 (Intercrine/chemokine MARC) (Monocyte chemoattractant protein 3) (Monocyte chemotactic protein 3) (MCP-3) (Protein FIC) (Small-inducible cytokine A7),Secreted,stem cell;mesenchymal stem cell;mesenchymal stem cell of adipose tissue;mast cell;connective tissue cell;fibroblast;pancreatic stellate cell;fibroblast of connective tissue of prostate,
Ccl8,ENSMUSG00000009185,2,2,C-C motif chemokine 8 (Monocyte chemoattractant protein 2) (Monocyte chemotactic protein 2) (MCP-2) (Small-inducible cytokine A8),Secreted,lung macrophage,
Ccn1,ENSMUSG00000028195,2,2,CCN family member 1 (3CH61) (Cellular communication network factor 1) (Cysteine-rich angiogenic inducer 61) (Insulin-like growth factor-binding protein 10) (IBP-10) (IGF-binding protein 10) (IGFBP-10) (Protein CYR61),Secreted,ciliated cell of the bronchus;type I pneumocyte;bronchial epithelial cell;fibroblast of lung,
Ccn2,ENSMUSG00000019997,2,2,CCN family member 2 (Cellular communication network factor 2) (Connective tissue growth factor) (Hypertrophic chondrocyte-specific protein 24) (Protein FISP-12),Secreted,chondrocyte,
Ccna1,ENSMUSG00000027793,2,2,Cyclin-A1,Nucleus,,
Ccna2,ENSMUSG00000027715,2,2,Cyclin-A2 (Cyclin-A),Nucleus,erythroblast;hematopoietic precursor cell;myeloid lineage restricted progenitor cell;granulocytopoietic cell,
Ccnb1,ENSMUSG00000041431,2,2,G2/mitotic-specific cyclin-B1,Cytoplasm;Nucleus;Cytoplasm,,
Ccnb3,ENSMUSG00000051592,2,2,G2/mitotic-specific cyclin-B3,Nucleus,,
Ccnd1,ENSMUSG00000070348,2,2,G1/S-specific cyclin-D1,Nucleus,seminal vesicle glandular cell,
Ccnd2,ENSMUSG00000000184,2,2,G1/S-specific cyclin-D2,Nucleus,pancreatic endocrine cell;type B pancreatic cell;pancreatic A cell;glandular epithelial cell;enteroendocrine cell;club cell;ovarian surface epithelial cell;endocrine cell,
Ccnd3,ENSMUSG00000034165,2,2,G1/S-specific cyclin-D3,Nucleus,megakaryocyte-erythroid progenitor cell,
Ccne1,ENSMUSG00000002068,2,2,G1/S-specific cyclin-E1,Nucleus,erythroid lineage cell;erythroblast,
Ccnt1,ENSMUSG00000011960,2,2,Cyclin-T1 (CycT1) (Cyclin-T),Nucleus,,
Ccp110,ENSMUSG00000033904,2,2,Centriolar coiled-coil protein of 110 kDa (Centrosomal protein of 110 kDa) (Cep110) (Cp110),Cytoplasm,,
Ccr1,ENSMUSG00000025804,2,2,C-C chemokine receptor type 1 (C-C CKR-1) (CC-CKR-1) (CCR-1) (CCR1) (Macrophage inflammatory protein 1-alpha receptor) (MIP-1alpha-R) (RANTES-R) (CD antigen CD191),Cell membrane,blood cell;granulocyte;basophil;eosinophil;neutrophil;Langerhans cell;mature B cell;naive B cell;proerythroblast,CCL
Ccr10,ENSMUSG00000044052,2,2,C-C chemokine receptor type 10 (C-C CKR-10) (CC-CKR-10) (CCR-10) (Chemokine C-C receptor 9) (G-protein coupled receptor 2),Cell membrane,,CCL
Ccr2,ENSMUSG00000049103,2,2,C-C chemokine receptor type 2 (C-C CKR-2) (CC-CKR-2) (CCR-2) (CCR2) (JE/FIC receptor) (MCP-1 receptor) (CD antigen CD192),Cell membrane,classical monocyte;hematopoietic cell;basophil;leukocyte;dendritic cell;plasmacytoid dendritic cell;CD141-positive myeloid dendritic cell;conventional dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;monocyte;intermediate monocyte;mononuclear cell;innate lymphoid cell;promonocyte,CCL
Ccr3,ENSMUSG00000035448,2,2,Probable C-C chemokine receptor type 3 (C-C CKR-3) (CC-CKR-3) (CCR-3) (CCR3) (CKR3) (Macrophage inflammatory protein 1-alpha receptor-like 2) (MIP-1 alpha RL2) (CD antigen CD193),Cell membrane,,CCL
Ccr4,ENSMUSG00000047898,2,2,C-C chemokine receptor type 4 (C-C CKR-4) (CC-CKR-4) (CCR-4) (CCR4) (CD antigen CD194),Cell membrane,,CCL
Ccr5,ENSMUSG00000079227,2,2,C-C chemokine receptor type 5 (C-C CKR-5) (CC-CKR-5) (CCR-5) (MIP-1 alpha receptor) (CD antigen CD195),Cell membrane,phagocyte;macrophage;tissue-resident macrophage;central nervous system macrophage;microglial cell;leukocyte;professional antigen presenting cell,CCL
Ccr6,ENSMUSG00000040899,2,2,C-C chemokine receptor type 6 (C-C CKR-6) (CC-CKR-6) (CCR-6) (KY411) (CD antigen CD196),Cell membrane,B cell,CCL
Ccr7,ENSMUSG00000037944,2,2,C-C chemokine receptor type 7 (C-C CKR-7) (CC-CKR-7) (CCR-7) (Epstein-Barr virus-induced G-protein coupled receptor 1) (EBI1) (EBV-induced G-protein coupled receptor 1) (MIP-3 beta receptor) (CD antigen CD197),Cell membrane,"Langerhans cell;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;mature T cell;immature T cell;thymocyte;double negative thymocyte;DN4 thymocyte;B cell",CCL
Ccr9,ENSMUSG00000029530,2,2,C-C chemokine receptor type 9 (C-C CKR-9) (CC-CKR-9) (CCR-9) (Chemokine C-C receptor 10) (CD antigen CDw199),Cell membrane,dendritic cell;plasmacytoid dendritic cell;lymphocyte;T cell;immature T cell;thymocyte;double negative thymocyte;DN3 thymocyte;DN4 thymocyte;precursor B cell;macrophage dendritic cell progenitor,CCL
Ccser2,ENSMUSG00000058690,2,2,Serine-rich coiled-coil domain-containing protein 2 (Coiled-coil serine-rich protein 2) (Granule cell antiserum positive protein 14) (Protein GCAP14),Cytoplasm,,
Cct3,ENSMUSG00000001416,2,2,T-complex protein 1 subunit gamma (TCP-1-gamma) (CCT-gamma) (Matricin) (mTRiC-P5),Cytoplasm,mesothelial cell;skeletal muscle fiber,
Cct5,ENSMUSG00000022234,3,2,T-complex protein 1 subunit epsilon (TCP-1-epsilon) (CCT-epsilon),Cytoplasm,,
Cct7,ENSMUSG00000030007,3,2,T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta),Cytoplasm,,
Cct8,ENSMUSG00000025613,3,2,T-complex protein 1 subunit theta (TCP-1-theta) (CCT-theta),Cytoplasm,mesothelial cell;skeletal muscle fiber,
Cd109,ENSMUSG00000046186,2,2,CD109 antigen (GPI-anchored alpha-2 macroglobulin-related protein) (CD antigen CD109),Cell membrane,,
Cd14,ENSMUSG00000051439,2,2,Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14),Cell membrane,duct epithelial cell;pancreatic ductal cell;basal epithelial cell of tracheobronchial tree;phagocyte;macrophage;Kupffer cell;professional antigen presenting cell;CD141-positive myeloid dendritic cell;Langerhans cell;myeloid leukocyte,
Cd151,ENSMUSG00000025510,2,2,CD151 antigen (GP27) (Membrane glycoprotein SFA-1) (Platelet-endothelial tetraspan antigen 3) (PETA-3) (CD antigen CD151),Membrane,endothelial cell of artery;mesothelial cell of pleura;mesothelial cell of visceral pleura;cardiac endothelial cell;endocardial cell;hepatic stellate cell,
Cd160,ENSMUSG00000038304,2,2,CD160 antigen (Natural killer cell receptor BY55) (CD antigen CD160),Secreted,"T cell;alpha-beta T cell;mature alpha-beta T cell;CD8-positive, alpha-beta T cell;mature NK T cell;mature T cell;double negative thymocyte;DN4 thymocyte;innate lymphoid cell;natural killer cell",CD160
Cd163,ENSMUSG00000008845,2,2,Scavenger receptor cysteine-rich type 1 protein M130 (CD antigen CD163),Secreted,,
Cd177,ENSMUSG00000052212,2,2,CD177 antigen (CD antigen CD177),Cell membrane,hematopoietic cell;blood cell;granulocyte;neutrophil;myeloid leukocyte;immature B cell;myeloid cell;megakaryocyte-erythroid progenitor cell;proerythroblast;hematopoietic precursor cell;myeloid lineage restricted progenitor cell;granulocytopoietic cell,PECAM1
Cd180,ENSMUSG00000021624,2,2,CD180 antigen (Lymphocyte antigen 78) (Ly-78) (Radioprotective 105 kDa protein) (CD antigen CD180),Cell membrane,plasmacytoid dendritic cell,
Cd19,ENSMUSG00000030724,1,2,B-lymphocyte antigen CD19 (Differentiation antigen CD19) (CD antigen CD19),Cell membrane,"mononuclear cell;lymphocyte;B cell;erythroid progenitor cell;erythroid progenitor cell, mammalian",
Cd1d1,ENSMUSG00000028076,2,2,Antigen-presenting glycoprotein CD1d1 (CD antigen CD1d.1),Cell membrane,,CEACAM
Cd2,ENSMUSG00000027863,2,2,T-cell surface antigen CD2 (LFA-2) (LFA-3 receptor) (Lymphocyte antigen 37) (Ly-37) (T-cell surface antigen T11/Leu-5) (CD antigen CD2),Cell membrane,"hematopoietic cell;leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;immature alpha-beta T cell;immature NK T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell;mature NK T cell;mature T cell;regulatory T cell;immature T cell;thymocyte;double negative thymocyte;DN4 thymocyte;innate lymphoid cell;natural killer cell;erythroid progenitor cell;erythroid progenitor cell, mammalian",
Cd200,ENSMUSG00000022661,2,2,OX-2 membrane glycoprotein (MRC OX-2 antigen) (CD antigen CD200),Cell membrane,vein endothelial cell;vasa recta descending limb cell;kidney efferent arteriole endothelial cell;kidney capillary endothelial cell;kidney cortex artery cell;smooth muscle cell of the pulmonary artery,CD200
Cd200r1,ENSMUSG00000022667,2,2,Cell surface glycoprotein CD200 receptor 1 (CD200 cell surface glycoprotein receptor) (Cell surface glycoprotein OX2 receptor 1),Cell membrane,,CD200
Cd207,ENSMUSG00000034783,2,2,C-type lectin domain family 4 member K (Langerin) (CD antigen CD207),Membrane,Kupffer cell;Langerhans cell,
Cd209a,ENSMUSG00000031494,2,2,CD209 antigen-like protein A (Dendritic cell-specific ICAM-3-grabbing non-integrin) (DC-SIGN) (CD antigen CD209),Membrane,dendritic cell;plasmacytoid dendritic cell;CD141-positive myeloid dendritic cell;conventional dendritic cell;myeloid dendritic cell;macrophage dendritic cell progenitor,CEACAM;ICAM
Cd209b,ENSMUSG00000065987,2,2,CD209 antigen-like protein B (DC-SIGN-related protein 1) (DC-SIGNR1) (OtB7) (CD antigen CD209),Membrane,,CEACAM
Cd209d,ENSMUSG00000031495,2,2,CD209 antigen-like protein D (DC-SIGN-related protein 3) (DC-SIGNR3) (CD antigen CD209),Membrane,plasmacytoid dendritic cell;precursor B cell;macrophage dendritic cell progenitor,CEACAM
Cd22,ENSMUSG00000030577,2,2,B-cell receptor CD22 (B-lymphocyte cell adhesion molecule) (BL-CAM) (Sialic acid-binding Ig-like lectin 2) (Siglec-2) (T-cell surface antigen Leu-14) (CD antigen CD22),Cell membrane,mononuclear cell;lymphocyte;B cell,CD45
Cd226,ENSMUSG00000034028,2,2,CD226 antigen (Platelet and T-cell activation antigen 1) (CD antigen CD226),Cell membrane,"alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell;mature NK T cell;mature T cell;innate lymphoid cell;natural killer cell",NECTIN;PVR
Cd244a,ENSMUSG00000004709,2,2,CD244 molecule A,Membrane,,CD48
Cd247,ENSMUSG00000005763,2,2,T-cell surface glycoprotein CD3 zeta chain (T-cell receptor T3 zeta chain) (CD antigen CD247),Cell membrane,"mononuclear cell;lymphocyte;T cell;alpha-beta T cell;immature alpha-beta T cell;immature NK T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell;mature NK T cell;mature T cell;regulatory T cell;immature T cell;thymocyte;double negative thymocyte;DN3 thymocyte;DN4 thymocyte;innate lymphoid cell;natural killer cell",
Cd248,ENSMUSG00000056481,2,2,Endosialin (Tumor endothelial marker 1) (CD antigen CD248),Membrane,mesenchymal stem cell of adipose tissue;smooth muscle cell;vascular associated smooth muscle cell;aortic smooth muscle cell;vascular leptomeningeal cell;connective tissue cell;fibroblast of connective tissue of prostate;mesothelial fibroblast;adventitial cell,
Cd24a,ENSMUSG00000047139,1,1,CD24a antigen,,enucleate erythrocyte;immature B cell;megakaryocyte-erythroid progenitor cell;erythroblast;granulocytopoietic cell,
